""
"Indicator name: Intentional homicide  Data Source: UNODC(http://www.unodc.org/), Crime and criminal justice database(https://www.unodc.org/unodc/en/data-and-analysis/statistics/historic-data.html)"
"Description: Number of victims in total population express per 100,000 population. Intentional homicide is unlawful death purposefully inflicted on a person by another person. Data on intentional homicide should exclude attempted homicides."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Robbery (Per 100,000 population)","Pakistan","2017","0.12"
"Intentional homicide (Per 100,000 population)","Pakistan","2018","3.88"
"Intentional homicide (Per 100,000 population)","Palau","2015","16.98"
"Intentional homicide (Per 100,000 population)","Palau","2018","11.17"
"Intentional homicide (Per 100,000 population)","Panama","1990","11.25"
"Intentional homicide (Per 100,000 population)","Panama","1991","11.65"
"Intentional homicide (Per 100,000 population)","Panama","1992","12.07"
"Intentional homicide (Per 100,000 population)","Panama","1993","11.71"
"Intentional homicide (Per 100,000 population)","Panama","1994","12.03"
"Intentional homicide (Per 100,000 population)","Panama","1995","13.76"
"Intentional homicide (Per 100,000 population)","Panama","1996","8.87"
"Intentional homicide (Per 100,000 population)","Panama","1997","11.04"
"Intentional homicide (Per 100,000 population)","Panama","1998","9.65"
"Intentional homicide (Per 100,000 population)","Panama","1999","9.59"
"Intentional homicide (Per 100,000 population)","Panama","2000","9.87"
"Intentional homicide (Per 100,000 population)","Panama","2001","9.90"
"Intentional homicide (Per 100,000 population)","Panama","2002","11.94"
"Intentional homicide (Per 100,000 population)","Panama","2003","10.50"
"Intentional homicide (Per 100,000 population)","Panama","2004","9.42"
"Robbery (Per 100,000 population)","Panama","2004","0.05"
"Intentional homicide (Per 100,000 population)","Panama","2005","10.93"
"Robbery (Per 100,000 population)","Panama","2005","0.05"
"Intentional homicide (Per 100,000 population)","Panama","2006","6.52"
"Robbery (Per 100,000 population)","Panama","2006","0.06"
"Intentional homicide (Per 100,000 population)","Panama","2007","8.08"
"Robbery (Per 100,000 population)","Panama","2007","0.06"
"Intentional homicide (Per 100,000 population)","Panama","2008","14.02"
"Robbery (Per 100,000 population)","Panama","2008","0.08"
"Intentional homicide (Per 100,000 population)","Panama","2009","15.70"
"Robbery (Per 100,000 population)","Panama","2009","0.08"
"Intentional homicide (Per 100,000 population)","Panama","2010","12.63"
"Robbery (Per 100,000 population)","Panama","2010","0.10"
"Intentional homicide (Per 100,000 population)","Panama","2011","14.81"
"Robbery (Per 100,000 population)","Panama","2011","0.10"
"Intentional homicide (Per 100,000 population)","Panama","2012","16.89"
"Robbery (Per 100,000 population)","Panama","2012","0.10"
"Intentional homicide (Per 100,000 population)","Panama","2013","17.29"
"Robbery (Per 100,000 population)","Panama","2013","0.09"
"Intentional homicide (Per 100,000 population)","Panama","2014","15.48"
"Robbery (Per 100,000 population)","Panama","2014","0.10"
"Intentional homicide (Per 100,000 population)","Panama","2015","11.87"
"Robbery (Per 100,000 population)","Panama","2015","0.08"
"Intentional homicide (Per 100,000 population)","Panama","2016","10.03"
"Robbery (Per 100,000 population)","Panama","2016","0.08"
"Intentional homicide (Per 100,000 population)","Panama","2017","9.67"
"Robbery (Per 100,000 population)","Panama","2017","0.10"
"Intentional homicide (Per 100,000 population)","Panama","2018","9.39"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","1998","8.99"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","1999","7.87"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2000","7.95"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2001","7.30"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2002","7.71"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2003","9.79"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2005","9.28"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2006","9.18"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2007","7.64"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2008","8.64"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2009","9.76"
"Intentional homicide (Per 100,000 population)","Papua New Guinea","2010","9.75"
"Intentional homicide (Per 100,000 population)","Paraguay","2000","18.69"
"Intentional homicide (Per 100,000 population)","Paraguay","2001","24.21"
"Intentional homicide (Per 100,000 population)","Paraguay","2002","24.80"
"Intentional homicide (Per 100,000 population)","Paraguay","2003","22.81"
"Intentional homicide (Per 100,000 population)","Paraguay","2004","21.10"
"Intentional homicide (Per 100,000 population)","Paraguay","2005","15.23"
"Intentional homicide (Per 100,000 population)","Paraguay","2006","12.55"
"Robbery (Per 100,000 population)","Paraguay","2006","0.09"
"Intentional homicide (Per 100,000 population)","Paraguay","2007","13.05"
"Robbery (Per 100,000 population)","Paraguay","2007","0.11"
"Intentional homicide (Per 100,000 population)","Paraguay","2008","13.70"
"Robbery (Per 100,000 population)","Paraguay","2008","0.11"
"Intentional homicide (Per 100,000 population)","Paraguay","2009","13.32"
"Robbery (Per 100,000 population)","Paraguay","2009","0.13"
"Intentional homicide (Per 100,000 population)","Paraguay","2010","11.86"
"Robbery (Per 100,000 population)","Paraguay","2010","0.14"
"Intentional homicide (Per 100,000 population)","Paraguay","2011","10.37"
"Robbery (Per 100,000 population)","Paraguay","2011","0.14"
"Intentional homicide (Per 100,000 population)","Paraguay","2012","10.11"
"Robbery (Per 100,000 population)","Paraguay","2012","0.15"
"Intentional homicide (Per 100,000 population)","Paraguay","2013","9.28"
"Robbery (Per 100,000 population)","Paraguay","2013","0.18"
"Intentional homicide (Per 100,000 population)","Paraguay","2014","8.76"
"Robbery (Per 100,000 population)","Paraguay","2014","0.20"
"Intentional homicide (Per 100,000 population)","Paraguay","2015","9.22"
"Robbery (Per 100,000 population)","Paraguay","2015","0.21"
"Intentional homicide (Per 100,000 population)","Paraguay","2016","9.87"
"Robbery (Per 100,000 population)","Paraguay","2016","0.22"
"Intentional homicide (Per 100,000 population)","Paraguay","2017","7.88"
"Robbery (Per 100,000 population)","Paraguay","2017","0.02"
"Intentional homicide (Per 100,000 population)","Paraguay","2018","7.14"
"Robbery (Per 100,000 population)","Peru","2003","0.39"
"Robbery (Per 100,000 population)","Peru","2004","0.43"
"Robbery (Per 100,000 population)","Peru","2005","0.46"
"Robbery (Per 100,000 population)","Peru","2006","0.46"
"Robbery (Per 100,000 population)","Peru","2007","0.42"
"Robbery (Per 100,000 population)","Peru","2008","0.43"
"Robbery (Per 100,000 population)","Peru","2009","0.49"
"Robbery (Per 100,000 population)","Peru","2010","0.57"
"Intentional homicide (Per 100,000 population)","Peru","2011","5.53"
"Robbery (Per 100,000 population)","Peru","2011","0.65"
"Intentional homicide (Per 100,000 population)","Peru","2012","6.67"
"Robbery (Per 100,000 population)","Peru","2012","0.76"
"Intentional homicide (Per 100,000 population)","Peru","2013","6.76"
"Robbery (Per 100,000 population)","Peru","2013","0.80"
"Intentional homicide (Per 100,000 population)","Peru","2014","6.90"
"Robbery (Per 100,000 population)","Peru","2014","0.78"
"Intentional homicide (Per 100,000 population)","Peru","2015","7.37"
"Robbery (Per 100,000 population)","Peru","2015","0.83"
"Intentional homicide (Per 100,000 population)","Peru","2016","7.87"
"Robbery (Per 100,000 population)","Peru","2016","0.77"
"Intentional homicide (Per 100,000 population)","Peru","2017","7.91"
"Robbery (Per 100,000 population)","Peru","2017","0.70"
"Intentional homicide (Per 100,000 population)","Philippines","1990","14.99"
"Intentional homicide (Per 100,000 population)","Philippines","1991","13.72"
"Intentional homicide (Per 100,000 population)","Philippines","1992","12.75"
"Intentional homicide (Per 100,000 population)","Philippines","1993","11.65"
"Intentional homicide (Per 100,000 population)","Philippines","1994","9.45"
"Intentional homicide (Per 100,000 population)","Philippines","1998","7.92"
"Intentional homicide (Per 100,000 population)","Philippines","1999","7.47"
"Intentional homicide (Per 100,000 population)","Philippines","2000","7.35"
"Intentional homicide (Per 100,000 population)","Philippines","2001","7.35"
"Intentional homicide (Per 100,000 population)","Philippines","2002","8.05"
"Intentional homicide (Per 100,000 population)","Philippines","2003","7.75"
"Robbery (Per 100,000 population)","Philippines","2003","0.08"
"Intentional homicide (Per 100,000 population)","Philippines","2004","7.49"
"Robbery (Per 100,000 population)","Philippines","2004","0.08"
"Intentional homicide (Per 100,000 population)","Philippines","2005","7.45"
"Robbery (Per 100,000 population)","Philippines","2005","0.08"
"Intentional homicide (Per 100,000 population)","Philippines","2006","7.05"
"Robbery (Per 100,000 population)","Philippines","2006","0.07"
"Intentional homicide (Per 100,000 population)","Philippines","2007","6.67"
"Robbery (Per 100,000 population)","Philippines","2007","0.07"
"Intentional homicide (Per 100,000 population)","Philippines","2008","6.40"
"Robbery (Per 100,000 population)","Philippines","2008","0.07"
"Intentional homicide (Per 100,000 population)","Philippines","2009","9.83"
"Robbery (Per 100,000 population)","Philippines","2009","0.45"
"Intentional homicide (Per 100,000 population)","Philippines","2010","9.20"
"Robbery (Per 100,000 population)","Philippines","2010","0.36"
"Intentional homicide (Per 100,000 population)","Philippines","2011","8.88"
"Robbery (Per 100,000 population)","Philippines","2011","0.31"
"Intentional homicide (Per 100,000 population)","Philippines","2012","8.73"
"Robbery (Per 100,000 population)","Philippines","2012","0.27"
"Intentional homicide (Per 100,000 population)","Philippines","2013","9.26"
"Robbery (Per 100,000 population)","Philippines","2013","0.49"
"Intentional homicide (Per 100,000 population)","Philippines","2014","9.71"
"Robbery (Per 100,000 population)","Philippines","2014","0.44"
"Intentional homicide (Per 100,000 population)","Philippines","2015","9.45"
"Robbery (Per 100,000 population)","Philippines","2015","0.32"
"Intentional homicide (Per 100,000 population)","Philippines","2016","10.98"
"Robbery (Per 100,000 population)","Philippines","2016","0.21"
"Intentional homicide (Per 100,000 population)","Philippines","2017","8.39"
"Robbery (Per 100,000 population)","Philippines","2017","0.16"
"Intentional homicide (Per 100,000 population)","Philippines","2018","6.46"
"Intentional homicide (Per 100,000 population)","Poland","1990","1.79"
"Intentional homicide (Per 100,000 population)","Poland","1991","2.23"
"Intentional homicide (Per 100,000 population)","Poland","1992","2.24"
"Intentional homicide (Per 100,000 population)","Poland","1993","2.36"
"Intentional homicide (Per 100,000 population)","Poland","1994","2.39"
"Intentional homicide (Per 100,000 population)","Poland","1995","2.22"
"Intentional homicide (Per 100,000 population)","Poland","1996","2.27"
"Intentional homicide (Per 100,000 population)","Poland","1997","2.09"
"Intentional homicide (Per 100,000 population)","Poland","1998","1.97"
"Intentional homicide (Per 100,000 population)","Poland","1999","1.92"
"Intentional homicide (Per 100,000 population)","Poland","2000","2.22"
"Intentional homicide (Per 100,000 population)","Poland","2001","2.01"
"Intentional homicide (Per 100,000 population)","Poland","2002","1.86"
"Intentional homicide (Per 100,000 population)","Poland","2003","1.72"
"Robbery (Per 100,000 population)","Poland","2003","0.52"
"Intentional homicide (Per 100,000 population)","Poland","2004","1.65"
"Robbery (Per 100,000 population)","Poland","2004","0.49"
"Intentional homicide (Per 100,000 population)","Poland","2005","1.45"
"Robbery (Per 100,000 population)","Poland","2005","0.42"
"Intentional homicide (Per 100,000 population)","Poland","2006","1.28"
"Robbery (Per 100,000 population)","Poland","2006","0.35"
"Intentional homicide (Per 100,000 population)","Poland","2007","1.37"
"Robbery (Per 100,000 population)","Poland","2007","0.23"
"Intentional homicide (Per 100,000 population)","Poland","2008","0.85"
"Robbery (Per 100,000 population)","Poland","2008","0.21"
"Intentional homicide (Per 100,000 population)","Poland","2009","1.01"
"Robbery (Per 100,000 population)","Poland","2009","0.19"
"Intentional homicide (Per 100,000 population)","Poland","2010","1.00"
"Robbery (Per 100,000 population)","Poland","2010","0.19"
"Intentional homicide (Per 100,000 population)","Poland","2011","1.10"
"Robbery (Per 100,000 population)","Poland","2011","0.18"
"Intentional homicide (Per 100,000 population)","Poland","2012","1.07"
"Robbery (Per 100,000 population)","Poland","2012","0.17"
"Intentional homicide (Per 100,000 population)","Poland","2013","0.80"
"Robbery (Per 100,000 population)","Poland","2013","0.20"
"Intentional homicide (Per 100,000 population)","Poland","2014","0.75"
"Robbery (Per 100,000 population)","Poland","2014","0.14"
"Intentional homicide (Per 100,000 population)","Poland","2015","0.78"
"Robbery (Per 100,000 population)","Poland","2015","0.10"
"Intentional homicide (Per 100,000 population)","Poland","2016","0.68"
"Robbery (Per 100,000 population)","Poland","2016","0.10"
"Intentional homicide (Per 100,000 population)","Poland","2017","0.76"
"Robbery (Per 100,000 population)","Poland","2017","0.08"
"Intentional homicide (Per 100,000 population)","Poland","2018","0.73"
"Intentional homicide (Per 100,000 population)","Portugal","1990","1.57"
"Intentional homicide (Per 100,000 population)","Portugal","1991","1.53"
"Intentional homicide (Per 100,000 population)","Portugal","1992","1.43"
"Intentional homicide (Per 100,000 population)","Portugal","1993","1.40"
"Intentional homicide (Per 100,000 population)","Portugal","1994","1.42"
"Intentional homicide (Per 100,000 population)","Portugal","1995","1.08"
"Intentional homicide (Per 100,000 population)","Portugal","1996","1.05"
"Intentional homicide (Per 100,000 population)","Portugal","1997","1.12"
"Intentional homicide (Per 100,000 population)","Portugal","1998","1.22"
